,Gene Name
1668,TERF2
1669,PEX13
1670,MAMSTR
1671,EPB41L4A
1672,BMP2
1673,PGAM4
1674,DENND1A
1675,ZNF658
1676,PATZ1
1677,CXXC4
1678,ZNF467
1679,TM4SF20
1680,STRIP1
1681,THRAP3
1682,OR7A5
1683,IGHV1-18
1684,AC008397.2
1685,PDHB
1686,MIPEP
1687,GALR3
1688,LYRM4
1689,BMP8A
1690,DACT2
1691,HLF
1692,AC009690.3
1693,BBS7
1694,CALCRL
1695,H6PD
1696,BCAM
1697,SLC22A1
1698,ZNF788P
1699,PDCD11
1700,TMEM45A
1701,FAM83G
1702,ACAP2
1703,PDCD1
1704,LINGO2
1705,VCAN
1706,KIF1BP
1707,ZFP82
1708,ARHGEF26
1709,WDR7
1710,RBM6
1711,PLIN3
1712,GTF2F2
1713,CRHR1
1714,TAOK3
1715,ABLIM3
1716,GPKOW
1717,SIRPG
1718,FAM76A
1719,PKNOX2
1720,CPSF4L
1721,AC129492.3
1722,PMF1-BGLAP
1723,HECTD1
1724,CCDC39
1725,TRAPPC6B
1726,HIGD1C
1727,C11orf58
1728,ABHD15
1729,HSPA1B
1730,SCYL2
1731,AREL1
1732,LTBP4
1733,ISLR2
1734,DEUP1
1735,SIGLECL1
1736,TCEAL8
1737,KATNAL1
1738,GSE1
1739,DCAF13
1740,DNAJA3
1741,KIF5B
1742,CCNK
1743,VSTM4
1744,ABHD5
1745,MGST2
1746,EFCAB7
1747,ZNF667
1748,PJVK
1749,TPPP2
1750,GSTK1
1751,VDAC2
1752,BOLA3
1753,TSPAN7
1754,RAB41
1755,FANCC
1756,CNR2
1757,KCNN1
1758,POLA1
1759,MICU2
1760,GALNT13
1761,CDK7
1762,MAML2
1763,GMPS
1764,CARMIL2
1765,RAB9B
1766,COL5A3
1767,SBSN
1768,GRP
1769,DLEC1
1770,MAP3K9
1771,SLC22A14
1772,OR4D9
1773,STIP1
1774,TMC4
1775,GKN2
1776,CAMSAP2
1777,HIST1H2BB
1778,CTSB
1779,DSE
1780,SPICE1
1781,AEN
1782,CACNB1
1783,KCNJ1
1784,RCCD1
1785,SLC1A6
1786,SNRPG
1787,RPLP0
1788,ATRX
1789,AKT2
1790,APP
1791,ZNF331
1792,BACE1
1793,MKKS
1794,SLC25A5
1795,RAPGEF4
1796,EML5
1797,HSDL1
1798,EBPL
1799,DCPS
1800,ABHD1
1801,PHF20
1802,ASAH2B
1803,TTLL11
1804,CHRM1
1805,HAX1
1806,PEX6
1807,ACMSD
1808,OSCP1
1809,SLC35A5
1810,ABCA6
1811,LSMEM1
1812,ABCG2
1813,SLC7A4
1814,NXPH1
1815,NPR3
1816,CLEC16A
1817,PCCB
1818,CHID1
1819,VPS13C
1820,SLC13A5
1821,OFD1
1822,RNF43
1823,BNIP1
1824,SYT3
1825,FAAP20
1826,SHPRH
1827,ACAP3
1828,SRRM2
1829,BPGM
1830,GNAQ
1831,ZNF771
1832,SMAP1
1833,AC008687.1
1834,DUSP8
1835,YWHAQ
1836,KRT72
1837,SNTB1
1838,AC243547.3
1839,THAP8
1840,CYB5R1
1841,MPP3
1842,EGR3
1843,GSTM4
1844,COMMD7
1845,DERL1
1846,ATP5S
1847,ITIH1
1848,STOM
1849,G6PC3
1850,PGM5
1851,KCNK17
1852,SEMA3G
1853,FKBP4
1854,SH3BGRL2
1855,PRSS51
1856,IGLV8-61
1857,AC008770.2
1858,TSPYL6
1859,TCERG1L
1860,PNLIPRP3
1861,CCNF
1862,SCN1A
1863,RAI2
1864,SLC2A9
1865,ST6GALNAC4
1866,RAB20
1867,NFKBIE
1868,TEX11
1869,ATP6V0A2
1870,CREBZF
1871,ORAI3
1872,NKG7
1873,MZT2A
1874,HYKK
1875,HOOK1
1876,USO1
1877,FAM168B
1878,CMTM7
1879,PPP1R14D
1880,EHHADH
1881,HSD11B1
1882,ARX
1883,PPP2R2A
1884,SSC5D
1885,CTSV
1886,CFAP73
1887,WDR97
1888,GJB3
1889,OR52K1
1890,AC115220.1
1891,THYN1
1892,OLR1
1893,IFNE
1894,UBE2R2
1895,TEDDM1
1896,FAM228A
1897,AGO1
1898,NUTM2A
1899,UBE2L6
1900,FABP9
1901,AC010422.6
1902,FBXL22
1903,PRSS16
1904,CTDSPL2
1905,CCL25
1906,CMPK2
1907,ARL9
1908,RNASEL
1909,FOXK1
1910,DCHS2
1911,MRPL37
1912,BMPER
1913,ABCG4
1914,ACAD11
1915,C22orf23
1916,TXNIP
1917,JDP2
1918,PDC
1919,IL12A
1920,GGN
1921,PKLR
1922,CXCR6
1923,SAMD8
1924,NRXN3
1925,DPY19L3
1926,ELL3
1927,ACADVL
1928,BARD1
1929,SPHKAP
1930,AKR1B1
1931,FAM47E-STBD1
1932,HINT1
1933,B4GALNT3
1934,RICTOR
1935,FGF7
1936,ACAP1
1937,RCBTB2
1938,AGO2
1939,KLF2
1940,ZNF571
1941,HRASLS
1942,CASS4
1943,SGCB
1944,MIGA2
1945,KCND2
1946,ATOH1
1947,MARK2
1948,TGDS
1949,BHMT
1950,TRMT11
1951,AARD
1952,RNASEK
1953,AMY1A
1954,TSGA10
1955,AC010422.3
1956,MVB12A
1957,RAB3GAP1
1958,CPLANE2
1959,TRNT1
1960,LHX6
1961,FLG2
1962,ABHD16A
1963,XKR5
1964,CDS1
1965,AC008982.1
1966,MSANTD3
1967,ZNF529
1968,LAPTM4B
1969,MAGEB17
1970,IL31
1971,ZNF135
1972,SHISA9
1973,OR2AG2
1974,ST6GALNAC2
1975,RPL39L
1976,TFR2
1977,FRMD6
1978,FCGR3A
1979,KLHL23
1980,ZNF441
1981,LRRC7
1982,AL049779.1
1983,SWAP70
1984,KDR
1985,WARS2
1986,MAP4K2
1987,SLAIN1
1988,DRP2
1989,SLC13A3
1990,HNRNPF
1991,FAM53A
1992,MYBL1
1993,WNT7B
1994,PLD6
1995,TSPO2
1996,NUP133
1997,TRIM58
1998,TNFSF13B
1999,ACTR3B
2000,CATSPER3
2001,RNF144A
2002,TENT5D
2003,DCP1B
2004,STRIP2
2005,SLC46A2
2006,ZBTB26
2007,AC011604.2
2008,GNLY
2009,ISYNA1
2010,TRNAU1AP
2011,PNKD
2012,MED1
2013,AKIP1
2014,HIST2H2AC
2015,PTPN11
2016,ATP13A3
2017,PRL
2018,SYT8
2019,CCDC80
2020,KCNJ11
2021,RNF2
2022,PFDN4
2023,TMED2
2024,AC005154.6
2025,C6orf10
2026,RXFP4
2027,BAAT
2028,PPIL6
2029,CCDC47
2030,CFAP46
2031,ABCE1
2032,UCHL1
2033,GPR141
2034,H2AFJ
2035,ZNRD1
2036,DACH2
2037,TRIM52
2038,BAMBI
2039,RAB3IL1
2040,CTR9
2041,ARPC2
2042,CNTFR
2043,EME1
2044,STX7
2045,INPP5B
2046,GATAD2B
2047,OPALIN
2048,SCN8A
2049,DCST2
2050,SMOX
2051,WDR90
2052,STEAP1B
2053,FAM177B
2054,HOXA11
2055,TNFSF10
2056,IGHV3-48
2057,C7
2058,SCOC
2059,NPIPB12
2060,UQCR11
2061,OXTR
2062,AGBL1
2063,TMTC3
2064,TTC31
2065,TCF21
2066,IGLV1-51
2067,SLC9C2
2068,TMIE
2069,CCL13
2070,MED15
2071,IGHG4
2072,DUSP21
2073,CTSH
2074,AC104304.1
2075,EHD2
2076,KCNJ9
2077,PPIAL4G
2078,HDAC4
2079,CIDEA
2080,FREM1
2081,AQP3
2082,CCDC59
2083,SGCA
2084,IL22
2085,NPTX2
2086,AC010326.2
2087,PRH2
2088,PFAS
2089,SCGB1A1
2090,WASHC2A
2091,SIGLEC7
2092,PLXNA3
2093,CRACR2B
2094,TCIM
2095,KLHL31
2096,ATP13A2
2097,UNC5D
2098,FDXR
2099,KITLG
2100,ERGIC1
2101,IGSF6
2102,NELFCD
2103,CCDC18
2104,DCAF12
2105,NINJ1
2106,HELQ
2107,SULT1C4
2108,GPC5
2109,PPP1R12C
2110,NUP37
2111,EID2B
2112,GPR12
2113,AC026464.4
2114,FTL
2115,TAX1BP3
2116,STUM
2117,CHODL
2118,TMEM237
2119,NUDCD2
2120,CCDC74A
2121,SPAG1
2122,AKR1A1
2123,MAT1A
2124,MAK
2125,CXCR1
2126,WASHC4
2127,AC008878.3
2128,SYTL1
2129,ZNF540
2130,MTCP1
2131,RIC8A
2132,USP3
2133,TSC22D2
2134,C14orf180
2135,ZNF439
2136,HIST1H2AG
2137,PSME3
2138,TMLHE
2139,WDR46
2140,TMEM47
2141,IGLV3-10
2142,C22orf31
2143,MRPL54
2144,BIN2
2145,EP400
2146,GPAT4
2147,PRND
2148,MID1IP1
2149,TSR3
2150,CFAP54
2151,CD226
2152,SYNGAP1
2153,TBCCD1
2154,C5orf38
2155,PHYHIPL
2156,PLEK2
2157,SZRD1
2158,METTL8
2159,BSPH1
2160,CDNF
2161,C2orf78
2162,MYO1A
2163,ZNF519
2164,THBS2
2165,WNT7A
2166,FIBCD1
2167,AP3S1
2168,MSMO1
2169,HSF1
2170,GPATCH4
2171,AMPD2
2172,IL2RG
2173,COL2A1
2174,C2
2175,PGAP2
2176,TMCO5A
2177,GABRA4
2178,SEM1
2179,WDR48
2180,SNAPC5
2181,AMY2A
2182,CXorf40B
2183,TRA2B
2184,RPL18A
2185,ABRACL
2186,CXCL6
2187,TAS2R5
2188,PLXNA4
2189,UGT2A3
2190,AC099850.2
2191,SPDEF
2192,LANCL1
2193,NIF3L1
2194,AC019117.3
2195,CCDC105
2196,CCDC22
2197,MMS19
2198,TBX4
2199,MFAP2
2200,SERPINA12
2201,AMPD3
2202,KLHL32
2203,ZNF345
2204,LSM14A
2205,PARVG
2206,EIF4ENIF1
2207,NXF2
2208,TMEM30B
2209,SHMT2
2210,GTF2IRD2
2211,ZNF770
2212,DZIP1
2213,GLOD5
2214,ENKUR
2215,ERBB2
2216,AL358075.4
2217,AC003005.1
2218,AC233723.1
2219,AC087289.3
2220,PC
2221,AC008878.1
2222,DUOX2
2223,C16orf78
2224,GLT8D1
2225,MAP3K13
2226,SIRT3
2227,SLC23A1
2228,CHRNE
2229,CCL22
2230,SLC3A1
2231,EHF
2232,CHMP2B
2233,PPP1R14B
2234,FBXO22
2235,ACTR3C
2236,ZNF433
2237,CHRNA7
2238,ABHD4
2239,USP32
2240,MRPL40
2241,SFXN1
2242,ZNHIT3
2243,SLC10A2
2244,KIF26A
2245,PHF14
2246,SH3BP5L
2247,ZNF623
2248,HIST1H3A
2249,ZNF34
2250,PRNP
2251,TEC
2252,AP1M2
2253,SH3BP4
2254,PHF21A
2255,RAB18
2256,EHD4
2257,ZKSCAN2
2258,LTBR
2259,MEGF9
2260,KCNK1
2261,RGS3
2262,NECTIN3
2263,FGFR4
2264,CHMP5
2265,TRIM40
2266,CC2D1A
2267,SLC25A13
2268,SLC27A2
2269,USH1G
2270,CD59
2271,BLVRA
2272,PSTK
2273,PTGER2
2274,LCK
2275,LARP4B
2276,ARAP1
2277,FCRL5
2278,TRIO
2279,GGNBP2
2280,NKIRAS1
2281,DYNC1I1
2282,CCL3
2283,NCOA5
2284,ETV3L
2285,SOWAHA
2286,PIH1D3
2287,CPN2
2288,POLB
2289,SPDYE1
2290,MAF
2291,FZD3
2292,PTTG1
2293,ENHO
2294,IGHV3OR15-7
2295,HIST1H1B
2296,ADGRL4
2297,PPIL4
2298,PNP
2299,PPT2
2300,CDAN1
2301,AC007326.4
2302,DDX50
2303,RNF38
2304,AC107871.1
2305,PTPRC
2306,ADAMTS15
2307,FBXW10
2308,FAIM2
2309,RXFP1
2310,SCD
2311,HOXB6
2312,RIT2
2313,NAIF1
2314,CYP2A6
2315,TEDC2
2316,PTRHD1
2317,DGAT1
2318,ARL8B
2319,FBLN1
2320,AGAP2
2321,KCNQ5
2322,SNTG2
2323,TEX46
2324,MGAT5
2325,C2orf66
2326,FLII
2327,ABRA
2328,ACOXL
2329,CHPF
2330,ZNF101
2331,CPNE4
2332,ZFAND4
2333,CIZ1
2334,ZNF628
2335,CEP63
2336,CCDC66
2337,KHSRP
2338,KCNIP4
2339,SOX5
2340,NHSL1
2341,COL9A1
2342,SPON2
2343,KCNQ3
2344,MED21
2345,MIEF1
2346,POLE
2347,ABCD2
2348,CDK6
2349,POLR1A
2350,AC068631.2
2351,CERS2
2352,APOBEC3F
2353,ACSL3
2354,ACKR2
2355,CAVIN4
2356,MYOCD
2357,MYO3A
2358,DNAI1
2359,FKBP11
2360,AC073082.1
2361,KCNK7
2362,MFSD13A
2363,CCDC65
2364,REG1A
2365,C16orf72
2366,CAPSL
2367,CHN2
2368,KLF9
2369,CUX1
2370,RBPJL
2371,ITPRIP
2372,PUS1
2373,PCDH8
2374,SIAH1
2375,TMEM31
2376,RCBTB1
2377,AQP1
2378,TRAPPC11
2379,AEBP1
2380,XCL1
2381,RAB21
2382,CELA1
2383,LMO3
2384,GAS2L2
2385,EMC1
2386,NIFK
2387,COL4A2
2388,PELI1
2389,ECT2
2390,DSCC1
2391,ANKZF1
2392,TMEM218
2393,GPR162
2394,DBP
2395,HAS3
2396,HPS3
2397,BX088645.1
2398,CCDC61
2399,AC058822.1
2400,SMIM3
2401,POLR2H
2402,ELL
2403,SPRR2A
2404,C17orf47
2405,ABCC12
2406,ZDHHC11B
2407,C9orf16
2408,NAA16
2409,IGKV3-15
2410,APCDD1
2411,CLEC4D
2412,ITFG2
2413,NNMT
2414,LBH
2415,FSHR
2416,SHROOM1
2417,HIST2H2AA3
2418,MYO9A
2419,CREG2
2420,SLC35E3
2421,PCIF1
2422,CTSW
2423,NEFL
2424,CSF2RB
2425,TLK1
2426,BRAP
2427,CIRBP
2428,TMEM9
2429,SOAT2
2430,ZNF286B
2431,FUNDC2
2432,TRAF6
2433,LINGO4
2434,FGA
2435,MRPL3
2436,GAD1
2437,PAAF1
2438,CRYGS
2439,KIF2A
2440,CILP
2441,POLR1B
2442,JCAD
2443,ZNF546
2444,RAB40C
2445,JAK2
2446,GLRA3
2447,SLCO6A1
2448,AL583836.1
2449,DNAJC7
2450,PRSS54
2451,ZNF442
2452,RUFY4
2453,IGLON5
2454,AC243967.1
2455,MUC17
2456,HSP90AB1
2457,CSRNP1
2458,RND1
2459,HENMT1
2460,BMP8B
2461,TMBIM6
2462,MTRNR2L6
2463,QRFPR
2464,ABI1
2465,SPDL1
2466,WDR91
2467,ZSCAN31
2468,NUDT14
2469,FOXD2
2470,GIT2
2471,AC005833.2
2472,IVL
2473,AXL
2474,C18orf54
2475,ZNF606
2476,CEACAM7
2477,ANKRD20A1
2478,KCNE1
2479,ARRDC3
2480,TRPV1
2481,POLI
2482,PMS2
2483,ACTG2
2484,A2M
2485,SLC38A11
2486,ZNF850
2487,SLC15A2
2488,AP5M1
2489,CNOT9
2490,TNNI2
2491,SV2C
2492,GLS
2493,TBRG4
2494,PCYT1A
2495,CD74
2496,USP30
2497,MSTO1
2498,SEMA4A
2499,SPAG5
2500,PNMT
2501,DPEP2
2502,NAAA
2503,TRIM5
2504,BLM
2505,PCCA
2506,RANBP2
2507,AGBL4
2508,VASH1
2509,ATR
2510,USB1
2511,ARAF
2512,CPNE1
2513,FPGT-TNNI3K
2514,PGM3
2515,FAM151B
2516,C1orf232
2517,HGD
2518,TRUB2
2519,AC004922.1
2520,AC112229.3
2521,HYDIN
2522,AL049557.1
2523,PXN
2524,ACTR8
2525,GCNT3
2526,AC106886.5
2527,FAM114A1
2528,ATP5ME
2529,AC073612.1
2530,MSI1
2531,NINL
2532,PPP1R3G
2533,GRK4
2534,AL645941.2
2535,SF1
2536,ZNF485
2537,SLC9A4
2538,MKRN3
2539,ANKDD1A
2540,PRSS21
2541,HEMGN
2542,PMM2
2543,NIPBL
2544,AC012254.2
2545,LRRTM4
2546,RWDD1
2547,CTAG2
2548,PCDHGA10
2549,TMEM86A
2550,CERS4
2551,CKS1B
2552,SPATA2L
2553,ADRA2C
2554,GPN1
2555,SUCNR1
2556,GEMIN8
2557,KIAA0586
2558,TMEM18
2559,PDE1B
2560,AUP1
2561,TAF4B
2562,USP37
2563,CPSF4
2564,SEL1L2
2565,C3orf20
2566,TSHZ3
2567,UGGT2
2568,PHF1
2569,CDKN2D
2570,L3MBTL4
2571,ACKR1
2572,RBAK-RBAKDN
2573,SLC24A3
2574,IGLJ2
2575,TENT5A
2576,RBKS
2577,CKB
2578,OSGEPL1
2579,COL14A1
2580,MBNL3
2581,LIN52
2582,PCLO
2583,KHK
2584,DMTN
2585,H3F3A
2586,PDE6B
2587,SEC61A2
2588,TIAM2
2589,PSMD8
2590,SOX13
2591,NFS1
2592,COX6B1
2593,MSC
2594,PLVAP
2595,MPDU1
2596,FSTL5
2597,PTGER1
2598,TSPAN1
2599,AADACL3
2600,FSCN1
2601,TMEM177
2602,SPATA6L
2603,ZNF557
2604,TADA3
2605,SNX6
2606,POLH
2607,PTGES3L
2608,DYNC1LI1
2609,ANGEL1
2610,MACROD2
2611,MTRNR2L1
2612,RPL23A
2613,ZSWIM7
2614,SPTY2D1OS
2615,TRIB3
2616,HAS1
2617,EMC7
2618,STOML1
2619,DEFB121
2620,IRS2
2621,MRPL27
2622,AC017083.3
2623,TWIST1
2624,ANAPC2
2625,CAPN10
2626,CR2
2627,BRWD1
2628,IGHV3OR16-9
2629,TMEM14A
2630,TMEM206
2631,ADGRB1
2632,GOLGA3
2633,PAM16
2634,CYTH3
2635,TM4SF19
2636,AC023509.3
2637,HPN
2638,IKBIP
2639,FANK1
2640,SETD6
2641,ZNF334
2642,ARF1
2643,PCSK7
2644,UBA5
2645,SEMG1
2646,TMC1
2647,AC068234.1
2648,LYG1
2649,PPRC1
2650,TMEM115
2651,RPAP3
2652,PRR4
2653,UGP2
2654,IGHG3
2655,ZNF416
2656,FAM227B
2657,COL6A3
2658,COMT
2659,CHRD
2660,NME3
2661,ARHGEF16
2662,THEM4
2663,ADGRE2
2664,LRRC26
2665,XXYLT1
2666,ADGRF1
2667,DNAJA4
2668,SPATA31D3
2669,AC003006.1
2670,HIF1A
2671,AC007846.2
2672,C16orf96
2673,ASB4
2674,TNK2
2675,PRR29
2676,SPEN
2677,ABCB10
2678,CACNA1H
2679,RXFP2
2680,CKAP2L
2681,GHITM
2682,ACAD9
2683,AP000781.2
2684,AC002985.1
2685,RNPS1
2686,SHC1
2687,TMEM255A
2688,CCR9
2689,CUL9
2690,BIRC5
2691,CRISPLD2
2692,SERPINA9
2693,CACYBP
2694,ATG14
2695,HAT1
2696,RNASE6
2697,TTLL3
2698,GTF2H2C
2699,IGHMBP2
2700,TNFSF12-TNFSF13
2701,MMEL1
2702,FBXL15
2703,EFR3A
2704,DHRS11
2705,ISX
2706,ZNF665
2707,DPY19L2
2708,AC004593.3
2709,CHRNG
2710,RHOU
2711,TOMM5
2712,CFP
2713,SEC24C
2714,BBS1
2715,AHR
2716,ECSCR
2717,C6orf52
2718,PKD2L2
2719,SORCS1
2720,CFAP77
2721,RHOBTB3
2722,WDR34
2723,GPR18
2724,MARCOL
2725,RIN1
2726,ENOX2
2727,ZNF333
2728,SERPINB11
2729,CSNK1G1
2730,TMEM204
2731,RGS14
2732,CRADD
2733,THEGL
2734,ANKRD35
2735,OR4K1
2736,GPRC6A
2737,PHOSPHO1
2738,DMBT1
2739,STK11IP
2740,MED25
2741,GLIS1
2742,AASDH
2743,TOPORS
2744,EID3
2745,RBMX2
2746,HSPB11
2747,CHMP6
2748,SPATA46
2749,ZNF76
2750,VIL1
2751,RBM18
2752,PRKX
2753,THEG
2754,AC104532.1
2755,PPP1R3F
2756,GRB10
2757,TMSB4X
2758,HMGA2
2759,AKAIN1
2760,ZNF569
2761,EFHC1
2762,TP53RK
2763,CCDC40
2764,WDR12
2765,AANAT
2766,FAM122B
2767,CASP8AP2
2768,RRAGB
2769,KSR1
2770,EFTUD2
2771,TNFRSF10B
2772,SLC27A6
2773,LDLRAD4
2774,KIF17
2775,SRP14
2776,SLC25A31
2777,TDRD6
2778,SNX19
2779,CRYBB3
2780,ABCB8
2781,PHLPP2
2782,HAVCR2
2783,PAWR
2784,DPYSL3
2785,MSL3
2786,PCSK6
2787,NEDD1
2788,ABHD12B
2789,LOR
2790,HIST1H2BI
2791,RNF213
2792,NCOA3
2793,RNF10
2794,FUOM
2795,IGHV3-23
2796,ATG2B
2797,AGAP5
2798,AQP5
2799,FAM86C1
2800,PSMC3IP
2801,CYHR1
2802,SCGB3A2
2803,BZW2
2804,PLEKHM2
2805,HOXB8
2806,HECW2
2807,CC2D2A
2808,RNASEK-C17orf49
2809,SSTR2
2810,EPHB3
2811,KIF1C
2812,PNN
2813,DPYSL4
2814,AC069368.1
2815,TMEM129
2816,CD83
2817,CYP4Z1
2818,ACAT2
2819,SNX25
2820,VSNL1
2821,POMZP3
2822,SDK2
2823,FGF4
2824,APBA1
2825,ACBD6
2826,ZNF671
2827,FARSA
2828,FKBP2
2829,PTK2B
2830,CDC25B
2831,ABCA9
2832,PTMS
2833,ZNF629
2834,PECR
2835,ZHX3
2836,COL9A2
2837,ARHGAP19-SLIT1
2838,CFL2
2839,S100A11
2840,ACOT8
2841,NCSTN
2842,GPATCH1
2843,FASTK
2844,AL049650.1
2845,SORBS3
2846,CDC27
2847,GRM5
2848,PLEKHA1
2849,TUBB3
2850,DMBX1
2851,CDCA7
2852,ITGA2B
2853,CYCS
2854,SMIM22
2855,LAMP2
2856,SLC40A1
2857,R3HCC1L
2858,CYP3A7
2859,FADS1
2860,AC008763.2
2861,HS2ST1
2862,SYT9
2863,ATG10
2864,MIS12
2865,RMI1
2866,TRPT1
2867,ONECUT1
2868,TMEM54
2869,KDM6B
2870,CENPI
2871,SRARP
2872,FAM110C
2873,CPNE9
2874,VGLL4
2875,PRMT3
2876,KCNMB4
2877,HTRA3
2878,ABCA8
2879,FAM96A
2880,NXPH2
2881,TTLL1
2882,TMEM231
2883,LRRC75A
2884,AMBRA1
2885,A1BG
2886,CES2
2887,TPM1
2888,IGHV3-13
2889,TUSC1
2890,ONECUT2
2891,DES
2892,FBXO43
2893,PDZD2
2894,LRFN1
2895,FREM2
2896,CCNJL
2897,CBX7
2898,REV1
2899,PLBD1
2900,UTP25
2901,NBPF6
2902,DIRAS3
2903,HIPK4
2904,TNFRSF25
2905,PCDHB4
2906,HTR2A
2907,LRRC10B
2908,ABT1
2909,SCG3
2910,TTC34
2911,TMED1
2912,ZFP69
2913,RABAC1
2914,ABCC3
2915,ZNF883
2916,USP36
2917,RHOT2
2918,EPX
2919,DZIP1L
2920,CNN3
2921,DMXL2
2922,ENOX1
2923,EML6
2924,FGR
2925,OXGR1
2926,OLFM4
2927,RNASET2
2928,SRSF5
2929,AC022414.1
2930,EXOC5
2931,EGFL7
2932,CFAP299
2933,A2ML1
2934,FAM53B
2935,ZNF324
2936,NAPSA
2937,PTK6
2938,GFRA1
2939,TRPM5
2940,CDX2
2941,ZPBP
2942,JMJD6
2943,C17orf99
2944,TGFBRAP1
2945,SLX1B
2946,DAP
2947,TMF1
2948,LAMP5
2949,DBI
2950,CPQ
2951,NEURL4
2952,SFTA3
2953,TP73
2954,AC120114.5
2955,PARP12
2956,SEC23B
2957,CYB5D2
2958,ZNF793
2959,A1CF
2960,MEF2C
2961,OR2L2
2962,TRIM3
2963,BTBD10
2964,ANKRD29
2965,CHRM5
2966,AL049697.1
2967,MAP3K1
2968,CCL23
2969,CEMIP2
2970,NACA
2971,SAP18
2972,CLDN4
2973,TNFAIP8
2974,AKR1C2
2975,NOS2
2976,ZBED9
2977,KIAA1211L
2978,L3MBTL2
2979,SMC6
2980,ARFGEF3
2981,BCKDK
2982,SLC25A44
2983,CYSTM1
2984,CETP
2985,USP45
2986,LCE3C
2987,TSPAN4
2988,CHPT1
2989,IFNGR2
2990,COMMD3-BMI1
2991,SLC38A9
2992,LRRC1
2993,REN
2994,APCDD1L
2995,ACTR10
2996,ANKRD37
2997,PRPF4B
2998,EIF4E1B
2999,CBX4
3000,CEBPD
3001,ELOF1
3002,KCP
3003,M1AP
3004,HACD2
3005,STARD7
3006,PTGDR
3007,COQ9
3008,JTB
3009,WFDC3
3010,SCGB2B2
3011,DOCK7
3012,RAB4A
3013,CCSAP
3014,SRBD1
3015,DEFB131A
3016,DESI2
3017,CNTNAP4
3018,SUN5
3019,SUPT20H
3020,ZNF491
3021,IFIT5
3022,OR10W1
3023,ZNF654
3024,CEACAM16
3025,CEP19
3026,GUK1
3027,MTERF4
3028,AC026398.1
3029,ZNF341
3030,FARSB
3031,DPY19L1
3032,VWC2L
3033,RFESD
3034,SLC16A5
3035,PLCB3
3036,C1orf122
3037,CFAP74
3038,ODAM
3039,NACAD
3040,CPT1C
3041,NRG3
3042,DISP2
3043,STRA6
3044,SF3A1
3045,THSD4
3046,ABCB6
3047,TMPRSS11D
3048,NPIPB4
3049,ADRB3
3050,CALHM4
3051,GAB4
3052,FAM69B
3053,PITX1
3054,EVI2A
3055,OPRL1
3056,H1FOO
3057,IFI16
3058,AC019257.8
3059,CCDC190
3060,PLA2G1B
3061,NUDT10
3062,AC002996.1
3063,RNF180
3064,EFCAB12
3065,FAM120C
3066,HMGN2
3067,AKAP8
3068,CDKL4
3069,SELENOW
3070,FANCD2OS
3071,C16orf71
3072,SAV1
3073,TMPRSS3
3074,ZNF227
3075,SCN7A
3076,ASTL
3077,NCAPG2
3078,UBE2J1
3079,HYLS1
3080,VPS33B
3081,USP24
3082,DAAM1
3083,AAMDC
3084,RNF135
3085,GJA4
3086,ESS2
3087,SSH1
3088,GGT7
3089,NXF1
3090,PLGRKT
3091,TRIM14
3092,SLC2A12
3093,EEF1A2
3094,GSG1L2
3095,KCNE3
3096,ERCC5
3097,TAGLN
3098,ODF3L2
3099,TFAM
3100,SPRR3
3101,ZSWIM1
3102,HNRNPCL1
3103,AKR1E2
3104,AARSD1
3105,NAPG
3106,NR6A1
3107,AC046185.1
3108,SLC16A2
3109,C17orf53
3110,DEFB1
3111,IGHV3-16
3112,C1RL
3113,ARHGDIA
3114,RGL4
3115,CDIP1
3116,TMEM14C
3117,NUP50
3118,ARIH1
3119,C5orf46
3120,MED4
3121,PLLP
3122,CSTF3
3123,ADGRB3
3124,SLC25A51
3125,TMEM183A
3126,EPAS1
3127,BTBD7
3128,CDKAL1
3129,MAPK8IP2
3130,EPHX4
3131,NSUN6
3132,AOC3
3133,TMEM26
3134,ANKRD13C
3135,SCGB2A2
3136,LRRC14
3137,SNX2
3138,TSFM
3139,TSPO
3140,POLR2G
3141,SLC25A4
3142,FAM71D
3143,TMEM179
3144,CDC14A
3145,MAS1
3146,BARX2
3147,VAMP5
3148,NEFH
3149,DHCR7
3150,SOX2
3151,MUTYH
3152,CHL1
3153,TBL3
3154,SLC5A7
3155,TRHR
3156,IGHV4OR15-8
3157,GPC2
3158,HPR
3159,KRT10
3160,AKT1
3161,MRAP2
3162,CCL17
3163,NLRP11
3164,AREG
3165,OR2B11
3166,CHADL
3167,MRPL52
3168,CXCL2
3169,AC034102.2
3170,CAPRIN2
3171,AC078927.1
3172,ABHD18
3173,TFAP2D
3174,GLA
3175,SPIDR
3176,NSD1
3177,PLAT
3178,BTF3L4
3179,CCR5
3180,ATP6V1D
3181,UBE2G2
3182,BSND
3183,MMRN2
3184,CNOT4
3185,SNORC
3186,IGHV3OR16-8
3187,ERCC4
3188,EIPR1
3189,LHX8
3190,AL121594.1
3191,HSPA4L
3192,STYX
3193,RBAK
3194,LRRC27
3195,UVRAG
3196,ABHD12
3197,ATP2A1
3198,NCDN
3199,SLC35E2A
3200,AGTRAP
3201,ARHGAP32
3202,CASP7
3203,PFKP
3204,ACTN1
3205,ROPN1B
3206,NDUFA3
3207,PARP3
3208,RNF182
3209,RPL29
3210,ST6GAL1
3211,ZBTB5
3212,AZIN2
3213,KIF19
3214,TTLL10
3215,CCT6B
3216,STAT2
3217,FAM182B
