,mean_no_cancer,mean_cancer,variance_no_cancer,variance_cancer,dif_abs_mean,logFC,abs_logFC
C1D,0.01953312179379202,0.03233291690306518,0.000838266059781068,0.0015581370032595261,0.012799795109273163,0.7270518879461965,0.7270518879461965
MROH2B,0.014565517273207472,0.02410385057330109,0.0006120524224585112,0.0010856382873213196,0.009538333300093618,0.7266675035778838,0.7266675035778838
COPZ1,0.0044222531328320085,0.00731563510310872,5.742324883136893e-05,0.00010169011447712775,0.002893381970276712,0.7260725034412255,0.7260725034412255
PDLIM1,0.002880658841013941,0.004762491218566612,1.7460632976943147e-05,3.332602501281806e-05,0.0018818323775526705,0.7251197840537,0.7251197840537
SLC25A25,0.010180709493446077,0.01680664486477227,0.00014757356872369384,0.00032123274609908645,0.006625935371326193,0.7231377761435824,0.7231377761435824
NRCAM,0.0034655141790887415,0.005717317577061257,2.745992357464095e-05,5.137091880150255e-05,0.0022518033979725153,0.722105083263627,0.722105083263627
HIVEP2,0.012644530650479735,0.02084973758035868,0.00047590126023565744,0.0007780970086011668,0.008205206929878946,0.7214708401308197,0.7214708401308197
ZIM2,0.0033387642677755822,0.005492928609205383,2.0559462818908676e-05,4.249071563204627e-05,0.002154164341429801,0.7180918876117208,0.7180918876117208
WNT11,0.00732070578993707,0.012033577032085022,0.00014696029200977377,0.000257800762111469,0.004712871242147952,0.7169337299441804,0.7169337299441804
ANKDD1B,0.04117676716825506,0.06766636908826215,0.0038944255450073942,0.007127482986117299,0.026489601920007093,0.7165946944628823,0.7165946944628823
ALKBH3,0.0874458403565568,0.14369658729615134,0.020852952330703372,0.036553135375638576,0.056250746939594545,0.7165576764247606,0.7165576764247606
TACC3,0.03311315818327972,0.05439167287899127,0.0031177841283172546,0.005353033244704764,0.02127851469571155,0.7159641391897329,0.7159641391897329
LTC4S,0.007436394656154222,0.012214644048064173,0.0001595363546328003,0.00028339197952174634,0.004778249391909951,0.7158606950168424,0.7158606950168424
TSR1,0.004963479934652044,0.008143063717952478,4.394525891820561e-05,8.141020506496892e-05,0.0031795837833004338,0.714106256010594,0.714106256010594
FAM83B,0.008703340411483611,0.014262551183879655,0.00021064692824708894,0.0003724808615186719,0.005559210772396043,0.7125263289502597,0.7125263289502597
FOXRED1,0.014558169669875323,0.023852114479419203,0.0004954888122874414,0.0009075549483700956,0.00929394480954388,0.712249570970776,0.712249570970776
CTNNAL1,0.036045733774978744,0.059014687062973734,0.0032127202468035525,0.005595345134218912,0.02296895328799499,0.7112299491715641,0.7112299491715641
ANAPC5,0.005191064764614118,0.008498093422514267,7.882999915879432e-05,0.00013767896684128012,0.0033070286579001485,0.7110005814162814,0.7110005814162814
SERINC2,0.016002632114987276,0.026174248479003858,0.0007687677580054666,0.001326572176039183,0.010171616364016582,0.7098038624920596,0.7098038624920596
ACP6,0.010634721869132875,0.017388483541222955,0.00041488050491692756,0.0007015939460896862,0.00675376167209008,0.7092971305632055,0.7092971305632055
PHF20L1,0.07058848171234722,0.11540578071103567,0.015877434156186854,0.02722067385745345,0.04481729899868846,0.7092028580755089,0.7092028580755089
SOHLH2,0.011193341795185842,0.018296696648110226,0.00027571638565204005,0.0005121353000644513,0.007103354852924385,0.708892347390663,0.708892347390663
CDK5RAP3,0.06453958572126574,0.1054595380222305,0.012135175655791482,0.02103567484343222,0.04091995230096476,0.7084246861673892,0.7084246861673892
TRPV3,0.002181942560397585,0.003565952988298541,1.0956320316556868e-05,1.9971917687106975e-05,0.0013840104279009557,0.7084180322055671,0.7084180322055671
CSF3R,0.04731190855510645,0.07730254891574419,0.006833526908517365,0.011808269223385981,0.02999064036063774,0.7083007950446184,0.7083007950446184
S100A14,0.004317205271401574,0.00705359515907924,3.178736101250705e-05,6.38708338241241e-05,0.0027363898876776663,0.7081314681476681,0.7081314681476681
KDELC1,0.006148233332438588,0.010041762172169698,7.322092098104648e-05,0.00015368112959592486,0.0038935288397311096,0.7076776682899711,0.7076776682899711
CCDC140,0.007509840282039078,0.012258405263943074,0.0001758079884679081,0.000299689103245329,0.004748564981903996,0.7068427670960038,0.7068427670960038
PON1,0.01053652292078777,0.017181517901563387,0.00026921169030338915,0.00048657831910837714,0.0066449949807756165,0.7054056931708883,0.7054056931708883
HNRNPLL,0.0032059415306433144,0.005226344364751445,2.571467566002417e-05,4.6408627897289325e-05,0.002020402834108131,0.7048801530500087,0.7048801530500087
CDR1,0.006821902094341674,0.011119589148535527,0.00014759512901852634,0.00025155371100280466,0.004297687054193853,0.7047758019209966,0.7047758019209966
LSM3,0.060368582170775294,0.09829974063685587,0.011130668797286292,0.018988287276172706,0.037931158466080576,0.7033804704230758,0.7033804704230758
FBXO7,0.06098825433102991,0.09924466637724723,0.006069724412813803,0.011496683716613713,0.03825641204621732,0.7024490301864739,0.7024490301864739
RBFOX3,0.03291221916968387,0.05350919057205417,0.003152379080554871,0.005392996204965477,0.020596971402370302,0.701146526788841,0.701146526788841
ARTN,0.023531971093045494,0.03824803295903417,0.0012420527904453682,0.002177267132201529,0.014716061865988679,0.7007397972505499,0.7007397972505499
CHAF1B,0.012678812305938517,0.02059763358423625,0.0005202771269056844,0.0008794476389386511,0.007918821278297733,0.7000152490161095,0.7000152490161095
TNFSF11,0.0672443233374981,0.10917358878379291,0.013973796833935428,0.02374109651629054,0.041929265446294814,0.6991312548953519,0.6991312548953519
TRPV2,0.02296775265174285,0.037280091124086756,0.0017416858414027018,0.00286387681268129,0.014312338472343904,0.6987715732820857,0.6987715732820857
CDH26,0.005845524785581713,0.009486021631833786,7.864085949497392e-05,0.00014316829173684892,0.0036404968462520728,0.6983759050930929,0.6983759050930929
ISCU,0.010067001365747176,0.016333051988578845,0.0002946817038856741,0.0005019872391148835,0.006266050622831669,0.6981054073668432,0.6981054073668432
MED13,0.009821484315968564,0.015927396469673245,0.00026542722527532394,0.0004620555013083734,0.006105912153704681,0.6974411721958909,0.6974411721958909
GABRR1,0.05214227698882388,0.08453381056682258,0.008116754037191856,0.013757439968439355,0.0323915335779987,0.6970642976233522,0.6970642976233522
L3MBTL1,0.006440464263252268,0.010436321311329636,0.00014822838596255963,0.00024409335119467794,0.003995857048077368,0.6962909167806168,0.6962909167806168
PGRMC1,0.03736880909452378,0.060545766312074596,0.0034861308847946373,0.006064778591459631,0.023176957217550816,0.6961767167117988,0.6961767167117988
NCK1,0.036796844889042155,0.059611731809070166,0.004146998430083456,0.007040016885795157,0.02281488692002801,0.6959992121199683,0.6959992121199683
GSDMD,0.0028983468489227338,0.0046957715952426005,2.254073927311766e-05,3.9405116439360784e-05,0.0017974247463198667,0.6959415034491081,0.6959415034491081
PGPEP1L,0.045724531628416304,0.07404383493401057,0.006691209741136387,0.011176004117113135,0.028319303305594262,0.6953991589142732,0.6953991589142732
NR1D2,0.007247776746905819,0.011728735663247718,0.0001353705952306707,0.00023776815439402197,0.004480958916341898,0.694361040109672,0.694361040109672
KDM5C,0.01828666552650597,0.029577220741357078,0.0007997619217235308,0.0014327237332635776,0.011290555214851106,0.6936643480267545,0.6936643480267545
CYR61,0.03352807068781171,0.05419965295276105,0.003290940067772437,0.0056278325441763795,0.02067158226494934,0.6928977346948104,0.6928977346948104
KREMEN1,0.005660804751020015,0.009147275538000103,7.928391962139929e-05,0.0001394032260908172,0.003486470786980088,0.6922378207633639,0.6922378207633639
PYCARD,0.01724969042168431,0.02787144814442834,0.0006391151537896297,0.0011306381246859913,0.01062175772274403,0.6921856216625885,0.6921856216625885
CST2,0.00695176494584951,0.011230546525484419,0.00012156702592837237,0.00021410390634294207,0.004278781579634909,0.6918978711573459,0.6918978711573459
METAP1,0.013020802263796665,0.021022271207037594,0.0005164240038897348,0.000877072239925402,0.00800146894324093,0.6910580327038637,0.6910580327038637
GGA1,0.027154213024565593,0.04383058202999777,0.002154216483942844,0.0036574946670730325,0.016676369005432175,0.6907415707245469,0.6907415707245469
MSR1,0.02090669583339978,0.03373049966458045,0.0009380876795615161,0.0016336251243622597,0.012823803831180671,0.6900623842464493,0.6900623842464493
CARNS1,0.0011729970057383179,0.0018930145594275053,1.8495728708515073e-06,4.312475004207605e-06,0.0007200175536891875,0.6900186920698211,0.6900186920698211
P2RX2,0.0011729970057383179,0.0018930145594275053,1.8495728708515073e-06,4.312475004207605e-06,0.0007200175536891875,0.6900186920698211,0.6900186920698211
SQSTM1,0.005054996855618293,0.00815296328873603,6.938264028207331e-05,0.00011953119458447918,0.0030979664331177376,0.6895058951657832,0.6895058951657832
MTHFR,0.006798254280056838,0.010964063578515511,6.378422855688986e-05,0.00013581757090732612,0.004165809298458673,0.6894657471019093,0.6894657471019093
BMP2K,0.007947788733899942,0.012814030375077386,0.00018432125981768187,0.00031568221605862874,0.004866241641177445,0.6890299592074995,0.6890299592074995
TSPYL4,0.02526920626661312,0.04073213341808208,0.0017299291800638853,0.0029608480540922735,0.01546292715146896,0.6887653584515762,0.6887653584515762
LY6K,0.026928207792830432,0.04340375795748512,0.002179817202051163,0.0036730990506917975,0.016475550164654688,0.6886814081116811,0.6886814081116811
ATE1,0.002650489645388383,0.00426659930583524,1.4500688158148143e-05,2.6083833505902377e-05,0.001616109660446857,0.6866216102821111,0.6866216102821111
LSM12,0.024584446939155312,0.03954881979972723,0.0020799742344293467,0.003459171969955427,0.014964372860571916,0.6858665392138868,0.6858665392138868
HDGF,0.0028760100532706874,0.004623528010687927,1.8773697381584583e-05,3.3836790291925955e-05,0.0017475179574172398,0.6847358662094507,0.6847358662094507
MUC21,0.02976603164266278,0.04784368999677164,0.0029999758062442382,0.0049548000478849925,0.01807765835410886,0.6846434535485216,0.6846434535485216
SEC13,0.00537894419575671,0.008645860643482701,4.2278318433168916e-05,8.373830602985513e-05,0.0032669164477259907,0.6845852300974058,0.6845852300974058
RNGTT,0.00299024157262731,0.004804663892931996,1.5429763032459232e-05,2.930225259431488e-05,0.0018144223203046864,0.6839913230311271,0.6839913230311271
TMEM81,0.011736640578376237,0.01885511063225346,0.0003031636402180445,0.0005397965223315898,0.007118470053877222,0.6838896915516086,0.6838896915516086
LPCAT1,0.0036706424506854564,0.005888806276803431,4.267884014992524e-05,7.18374443875798e-05,0.0022181638261179744,0.6817946086934151,0.6817946086934151
CTBP2,0.011249789067424985,0.018009477087392315,0.00023724770108860777,0.00044539175199921404,0.00675968801996733,0.6788102103767469,0.6788102103767469
ZSCAN23,0.007251362926017819,0.01160000077395591,7.750977443415482e-05,0.00015127967368039043,0.004348637847938092,0.6777262385059296,0.6777262385059296
ST7L,0.012366119671797836,0.019740808286670335,0.00041559417992868315,0.0007001987044811071,0.007374688614872499,0.6747446093859731,0.6747446093859731
GAL3ST3,0.055102934339992506,0.08795473678088943,0.008597696048756613,0.014509244243916685,0.03285180244089692,0.6746223496030783,0.6746223496030783
KRTCAP2,0.00837015323036619,0.013340603376337294,0.00010610958119751119,0.0002035565247384775,0.0049704501459711045,0.6724337673867671,0.6724337673867671
REXO1,0.003877752632987091,0.0061788764880712724,2.1176112436047836e-05,4.3114246929684796e-05,0.0023011238550841814,0.6719852334114461,0.6719852334114461
WAPL,0.004642365577917482,0.007396933015039947,3.547650032140701e-05,6.733075924515577e-05,0.0027545674371224653,0.6719513670236914,0.6719513670236914
SEC22A,0.0017892744081683795,0.0028508898989642395,1.0838887641630315e-05,1.772264254031103e-05,0.00106161549079586,0.6717375490490102,0.6717375490490102
RALGDS,0.0017892744081683795,0.0028508898989642395,1.0838887641630315e-05,1.772264254031103e-05,0.00106161549079586,0.6717375490490102,0.6717375490490102
STXBP4,0.0017892744081683795,0.0028508898989642395,1.0838887641630315e-05,1.772264254031103e-05,0.00106161549079586,0.6717375490490102,0.6717375490490102
PPP1R3B,0.0017892744081683795,0.0028508898989642395,1.0838887641630315e-05,1.772264254031103e-05,0.00106161549079586,0.6717375490490102,0.6717375490490102
TSPAN15,0.0017892744081683795,0.0028508898989642395,1.0838887641630315e-05,1.772264254031103e-05,0.00106161549079586,0.6717375490490102,0.6717375490490102
ZDHHC16,0.004530239300015743,0.00721198478792372,6.586753935747447e-05,0.00010666090490900652,0.0026817454879079763,0.6706906979280316,0.6706906979280316
ARPC4,0.04062454276580852,0.0646166575815053,0.005553550513210671,0.009156693216195154,0.023992114815696776,0.6695413653548576,0.6695413653548576
MEGF11,0.009486824105169595,0.015074295628494263,0.00022564933283214443,0.0003832667999776141,0.005587471523324668,0.6680371247267488,0.6680371247267488
MYBPC3,0.0686830585057873,0.10910555786613674,0.014031900553471614,0.02317418435881699,0.04042249936034943,0.6676906225894911,0.6676906225894911
ADGRL3,0.004526564454647077,0.007189708329266117,4.030308139907898e-05,7.330672676319758e-05,0.00266314387461904,0.6673987124488917,0.6673987124488917
CREB1,0.025558874394847716,0.0405835411264967,0.0017786996933255067,0.002956865168521842,0.015024666731648987,0.6670495549411742,0.6670495549411742
NMS,0.06919823896031499,0.10980184162553464,0.013080556911353259,0.021855302892799997,0.040603602665219646,0.6660873142435826,0.6660873142435826
HAVCR1,0.006543736465798253,0.010379845352166033,8.358327732613209e-05,0.00015123933365538826,0.00383610888636778,0.665516926639013,0.665516926639013
PLSCR5,0.0035386800531818233,0.005613401130229752,2.9617120164519463e-05,5.0217369253216386e-05,0.0020747210770479287,0.6655131803020831,0.6655131803020831
CSPG5,0.004830067572197054,0.007658073669699458,4.949284423894187e-05,8.788432986279448e-05,0.002828006097502404,0.6648278833615338,0.6648278833615338
TUBGCP6,0.0032587273495335322,0.005166083182709989,1.913758147477593e-05,3.531173705729271e-05,0.0019073558331764565,0.6645988098450455,0.6645988098450455
NCL,0.003402863453707438,0.005393142190840513,3.306381478283e-05,6.722525850189554e-05,0.001990278737133075,0.664220387509345,0.664220387509345
ZCCHC3,0.016943331737153646,0.02684093570774357,0.0008664198812334378,0.0013854110866924126,0.009897603970589922,0.6636859754355592,0.6636859754355592
GRAMD1C,0.0019059928416308187,0.0030169395532813285,8.568892143360308e-06,1.456058414273492e-05,0.0011109467116505098,0.662264482072009,0.662264482072009
ENO3,0.04020609984310267,0.06362751769039122,0.005043996420769617,0.00830221362304631,0.023421417847288552,0.6622232348878889,0.6622232348878889
CNPY4,0.023935274865479236,0.03787540404539197,0.0009559070720130854,0.0017283152242311207,0.013940129179912733,0.6621007218126373,0.6621007218126373
C12orf57,0.04156048359187847,0.06575761319370409,0.004054920497330359,0.006982613886986804,0.024197129601825615,0.6619327197819355,0.6619327197819355
LINC00672,0.037083824632836826,0.058643375498935967,0.0033540667971702675,0.005760343488118764,0.02155955086609914,0.661163801202403,0.661163801202403
VAMP4,0.0034661073654111982,0.005480336919610583,2.105328376952638e-05,3.814825683729864e-05,0.0020142295541993845,0.6607953021331675,0.6607953021331675
CTXND2,0.005712739643774756,0.009028803770394564,6.944595795913869e-05,0.00011618129728915414,0.003316064126619808,0.660259337442471,0.660259337442471
TMEM131,0.014154677526720201,0.02236593770431817,0.0004214387706225739,0.0007398051975050204,0.008211260177597967,0.659986946123499,0.659986946123499
SEC22B,0.02386399087054343,0.037656144208812144,0.0020968793308622454,0.003358461451234032,0.013792153338268713,0.6580278104669443,0.6580278104669443
PRKACB,0.011223156767703682,0.017705733112478104,0.00016341134312203304,0.0003262572577652824,0.006482576344774423,0.657690995471792,0.657690995471792
ZNF776,0.010624399187533565,0.01674866882248272,0.000187055756412342,0.00033182530732930047,0.006124269634949154,0.6566155274840012,0.6566155274840012
